tweet_id,entity,tag,Date
0,CaseyJ,PERSON,11/4/2020
0,Dominion Voting machines,PRODUCT,11/4/2020
0,Sharpie,PRODUCT,11/4/2020
1,blmohr,PERSON,11/4/2020
1,1,CARDINAL,11/4/2020
1,2.,CARDINAL,11/4/2020
1,ES&S,ORG,11/4/2020
1,Dominion,ORG,11/4/2020
2,blmohr,PERSON,11/4/2020
2,1,CARDINAL,11/4/2020
2,2.,CARDINAL,11/4/2020
2,ES&S,ORG,11/4/2020
2,Dominion,ORG,11/4/2020
3,MelissaPolloc19,PERSON,11/4/2020
3,chrislhayes,PERSON,11/4/2020
3,Diebald,ORG,11/4/2020
3,ES&S,ORG,11/4/2020
3,Dominion,ORG,11/4/2020
3,Repub,ORG,11/4/2020
4,jawja100,PERSON,11/4/2020
4,Spalding County,GPE,11/4/2020
4,9 p.m,TIME,11/4/2020
4,MORNING,TIME,11/4/2020
4,4 HRS,TIME,11/4/2020
4,18,CARDINAL,11/4/2020
4,9PM,TIME,11/4/2020
4,SUPERIOR COURT,ORG,11/4/2020
4,W. FLETCHER,PERSON,11/4/2020
5,jawja100,PERSON,11/4/2020
5,Spalding County,GPE,11/4/2020
5,9 p.m,TIME,11/4/2020
5,MORNING,TIME,11/4/2020
5,4 HRS,TIME,11/4/2020
5,18,CARDINAL,11/4/2020
5,9PM,TIME,11/4/2020
5,SUPERIOR COURT,ORG,11/4/2020
5,W. FLETCHER,PERSON,11/4/2020
6,JodieHMoss,PERSON,11/3/2020
6,Dominion,ORG,11/3/2020
7,TragicPenName,PERSON,11/3/2020
7,Dominion Voting Systems,ORG,11/3/2020
7,Diebold,ORG,11/3/2020
7,Ohio,GPE,11/3/2020
8,TragicPenName,PERSON,11/3/2020
8,Dominion Voting Systems,ORG,11/3/2020
8,Diebold,ORG,11/3/2020
8,Ohio,GPE,11/3/2020
9,LesaPamplin,PERSON,11/3/2020
9,Ridley,PERSON,11/3/2020
9,Dominion,ORG,11/3/2020
9,Spalding County,GPE,11/3/2020
10,AileenSN,PERSON,11/2/2020
10,MarilynRMarks1,PERSON,11/2/2020
10,PersistGA,PERSON,11/2/2020
10,madandart,PERSON,11/2/2020
10,GEORGIANS,NORP,11/2/2020
10,tonight,TIME,11/2/2020
10,GAÃ,ORG,11/2/2020
10,Dominion BMD,ORG,11/2/2020
10,2017,DATE,11/2/2020
11,SeeSay2020,PERSON,11/2/2020
11,dufort,PERSON,11/2/2020
11,jeanne,PERSON,11/2/2020
11,AileenSN,PERSON,11/2/2020
11,populational,PERSON,11/2/2020
11,IndivArtists,PERSON,11/2/2020
11,MarilynRMarks1,PERSON,11/2/2020
11,IndivisibleGA04,PERSON,11/2/2020
11,GA10Indivisible,PERSON,11/2/2020
11,PersistGA,PERSON,11/2/2020
11,asmithziegler,PERSON,11/2/2020
11,madandart,PERSON,11/2/2020
11,GEORGIANS,NORP,11/2/2020
11,tonight,TIME,11/2/2020
11,2017,DATE,11/2/2020
12,Old Dominion,PERSON,11/2/2020
12,AMAs,EVENT,11/2/2020
13,jennycohn1,PERSON,11/2/2020
13,Luzerne County,GPE,11/2/2020
13,PA,GPE,11/2/2020
13,Dominion Voting,ORG,11/2/2020
14,last year,DATE,10/31/2020
14,Dominion Voting Systems,ORG,10/31/2020
14,more than $100 million,MONEY,10/31/2020
15,janforney1,PERSON,10/30/2020
15,HunterJCullen,PERSON,10/30/2020
15,myrubypearl,PERSON,10/30/2020
15,kelly2277,PERSON,10/30/2020
15,laserhaas01,PERSON,10/30/2020
15,modernhomesla,PERSON,10/30/2020
15,MingGao26,PERSON,10/30/2020
15,loonyberg,PERSON,10/30/2020
15,Loveon999,PERSON,10/30/2020
15,LaineyRubin,PERSON,10/30/2020
15,MsMariaT,PERSON,10/30/2020
15,barrelrider684,PERSON,10/30/2020
15,osage77,PERSON,10/30/2020
15,Feenielives4him,PERSON,10/30/2020
15,BiznezNuna,PERSON,10/30/2020
15,carrybeyond,PERSON,10/30/2020
15,VBolin1,PERSON,10/30/2020
15,JeffJWarwick,PERSON,10/30/2020
15,ibewtraveler,PERSON,10/30/2020
15,Angelno32,PERSON,10/30/2020
15,100FrogLegs,PERSON,10/30/2020
15,DemopJ,PERSON,10/30/2020
15,SusanVermazen,PERSON,10/30/2020
15,Looney,PERSON,10/30/2020
15,SDonziger,PERSON,10/30/2020
15,Chevron,ORG,10/30/2020
16,jennycohn1,PERSON,10/30/2020
16,WSJÃ,ORG,10/30/2020
16,Election Systems & Software LLC,ORG,10/30/2020
16,Dominion Voting Systems Corp,ORG,10/30/2020
16,over 3/4,CARDINAL,10/30/2020
16,U.S.,GPE,10/30/2020
16,the Wharton School,ORG,10/30/2020
16,the University of PAÃ,ORG,10/30/2020
17,jennycohn1,PERSON,10/30/2020
17,WSJÃ,ORG,10/30/2020
17,Election Systems & Software LLC,ORG,10/30/2020
17,Dominion Voting Systems Corp,ORG,10/30/2020
17,over 3/4,CARDINAL,10/30/2020
17,U.S.,GPE,10/30/2020
17,the Wharton School,ORG,10/30/2020
17,the University of PAÃ,ORG,10/30/2020
18,jennycohn1,PERSON,10/30/2020
18,WSJÃ,ORG,10/30/2020
18,Election Systems & Software LLC,ORG,10/30/2020
18,Dominion Voting Systems Corp,ORG,10/30/2020
18,over 3/4,CARDINAL,10/30/2020
18,U.S.,GPE,10/30/2020
18,the Wharton School,ORG,10/30/2020
18,the University of PAÃ,ORG,10/30/2020
19,jennycohn1,PERSON,10/29/2020
19,WSJÃ,ORG,10/29/2020
19,Election Systems & Software LLC,ORG,10/29/2020
19,Dominion Voting Systems Corp,ORG,10/29/2020
19,over 3/4,CARDINAL,10/29/2020
19,U.S.,GPE,10/29/2020
19,the Wharton School,ORG,10/29/2020
19,the University of PAÃ,ORG,10/29/2020
20,jennycohn1,PERSON,10/29/2020
20,WSJÃ,ORG,10/29/2020
20,Election Systems & Software LLC,ORG,10/29/2020
20,Dominion Voting Systems Corp,ORG,10/29/2020
20,over 3/4,CARDINAL,10/29/2020
20,U.S.,GPE,10/29/2020
20,the Wharton School,ORG,10/29/2020
20,the University of PAÃ,ORG,10/29/2020
21,jennycohn1,PERSON,10/29/2020
21,WSJÃ,ORG,10/29/2020
21,Election Systems & Software LLC,ORG,10/29/2020
21,Dominion Voting Systems Corp,ORG,10/29/2020
21,over 3/4,CARDINAL,10/29/2020
21,U.S.,GPE,10/29/2020
21,the Wharton School,ORG,10/29/2020
21,the University of PAÃ,ORG,10/29/2020
22,jennycohn1,PERSON,10/29/2020
22,WSJÃ,ORG,10/29/2020
22,Election Systems & Software LLC,ORG,10/29/2020
22,Dominion Voting Systems Corp,ORG,10/29/2020
22,over 3/4,CARDINAL,10/29/2020
22,U.S.,GPE,10/29/2020
22,the Wharton School,ORG,10/29/2020
22,the University of PAÃ,ORG,10/29/2020
23,jennycohn1,PERSON,10/29/2020
23,WSJÃ,ORG,10/29/2020
23,Election Systems & Software LLC,ORG,10/29/2020
23,Dominion Voting Systems Corp,ORG,10/29/2020
23,over 3/4,CARDINAL,10/29/2020
23,U.S.,GPE,10/29/2020
23,the Wharton School,ORG,10/29/2020
23,the University of PAÃ,ORG,10/29/2020
24,jennycohn1,PERSON,10/29/2020
24,WSJÃ,ORG,10/29/2020
24,Election Systems & Software LLC,ORG,10/29/2020
24,Dominion Voting Systems Corp,ORG,10/29/2020
24,over 3/4,CARDINAL,10/29/2020
24,U.S.,GPE,10/29/2020
24,the Wharton School,ORG,10/29/2020
24,the University of PAÃ,ORG,10/29/2020
25,LarrySchweikart,PERSON,11/12/2020
25,Maricopa County AZ,GPE,11/12/2020
25,GOP,ORG,11/12/2020
26,EvanAKilgore,PERSON,11/12/2020
26,Dominion,FAC,11/12/2020
27,realDonaldTrump,PERSON,11/12/2020
27,DOMINION,PERSON,11/12/2020
27,2.7 MILLION,CARDINAL,11/12/2020
27,TRUMP,PERSON,11/12/2020
27,"221,000",CARDINAL,11/12/2020
27,PENNSYLVANIA,GPE,11/12/2020
27,TRUMP,PERSON,11/12/2020
27,"941,000",CARDINAL,11/12/2020
27,TRUMP,PERSON,11/12/2020
27,"435,000",CARDINAL,11/12/2020
27,TRUMP,PERSON,11/12/2020
27,ChanelRion,PERSON,11/12/2020
27,OANN,ORG,11/12/2020
28,WalkerRanger,PERSON,11/12/2020
28,the Clinton Foundation,ORG,11/12/2020
28,Dominion,EVENT,11/12/2020
29,LLinWood,PERSON,11/12/2020
29,GA,ORG,11/12/2020
29,White House,ORG,11/12/2020
29,Senate,ORG,11/12/2020
29,GA,ORG,11/12/2020
29,BrianKempGA,PERSON,11/12/2020
29,Communist,NORP,11/12/2020
29,China,GPE,11/12/2020
29,Kempâ,PERSON,11/12/2020
29,China,GPE,11/12/2020
29,Dominion,ORG,11/12/2020
29,GA,ORG,11/12/2020
30,Washington State,ORG,11/12/2020
30,Dominion,ORG,11/12/2020
30,WA State,ORG,11/12/2020
30,GOP,ORG,11/12/2020
30,Culp,PERSON,11/12/2020
31,realDonaldTrump,PERSON,11/12/2020
31,DOMINION,PERSON,11/12/2020
31,2.7 MILLION,CARDINAL,11/12/2020
31,TRUMP,PERSON,11/12/2020
31,"221,000",CARDINAL,11/12/2020
31,PENNSYLVANIA,GPE,11/12/2020
31,TRUMP,PERSON,11/12/2020
31,"941,000",CARDINAL,11/12/2020
31,TRUMP,PERSON,11/12/2020
31,"435,000",CARDINAL,11/12/2020
31,TRUMP,PERSON,11/12/2020
31,ChanelRion,PERSON,11/12/2020
31,OANN,ORG,11/12/2020
32,realDonaldTrump,PERSON,11/12/2020
32,DOMINION,PERSON,11/12/2020
32,2.7 MILLION,CARDINAL,11/12/2020
32,TRUMP,PERSON,11/12/2020
32,"221,000",CARDINAL,11/12/2020
32,PENNSYLVANIA,GPE,11/12/2020
32,TRUMP,PERSON,11/12/2020
32,"941,000",CARDINAL,11/12/2020
32,TRUMP,PERSON,11/12/2020
32,"435,000",CARDINAL,11/12/2020
32,TRUMP,PERSON,11/12/2020
32,ChanelRion,PERSON,11/12/2020
32,OANN,ORG,11/12/2020
33,realDonaldTrump,PERSON,11/12/2020
33,DOMINION,PERSON,11/12/2020
33,2.7 MILLION,CARDINAL,11/12/2020
33,TRUMP,PERSON,11/12/2020
33,"221,000",CARDINAL,11/12/2020
33,PENNSYLVANIA,GPE,11/12/2020
33,TRUMP,PERSON,11/12/2020
33,"941,000",CARDINAL,11/12/2020
33,TRUMP,PERSON,11/12/2020
33,"435,000",CARDINAL,11/12/2020
33,TRUMP,PERSON,11/12/2020
33,ChanelRion,PERSON,11/12/2020
33,OANN,ORG,11/12/2020
34,WalkerRanger,PERSON,11/12/2020
34,the Clinton Foundation,ORG,11/12/2020
34,Dominion,EVENT,11/12/2020
35,realDonaldTrump,PERSON,11/12/2020
35,DOMINION,PERSON,11/12/2020
35,2.7 MILLION,CARDINAL,11/12/2020
35,TRUMP,PERSON,11/12/2020
35,"221,000",CARDINAL,11/12/2020
35,PENNSYLVANIA,GPE,11/12/2020
35,TRUMP,PERSON,11/12/2020
35,"941,000",CARDINAL,11/12/2020
35,TRUMP,PERSON,11/12/2020
35,"435,000",CARDINAL,11/12/2020
35,TRUMP,PERSON,11/12/2020
35,ChanelRion,PERSON,11/12/2020
35,OANN,ORG,11/12/2020
36,LouDobbs,PERSON,11/12/2020
36,jsolomonReports,PERSON,11/12/2020
36,Dominion,ORG,11/12/2020
36,MAGA,ORG,11/12/2020
36,AmericaFirst,ORG,11/12/2020
36,Dobbs,PERSON,11/12/2020
